group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
fmd,15,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.082300591,1.482816663
fmd,15,-22,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.078564322,0.932536839
fmd,15,-22,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.07492475,0.982835164
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.071333102,1.566049499
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.067827315,0.682837959
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.064406235,0.849444466
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.061022901,0.616297606
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.057714363,1.082699312
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.054479561,0.699072057
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.05127383,0.715941247
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.048132861,0.382530004
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-3,18,23,0.045055751,0.632882854
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.042041502,0.749919387
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.039044959,0.249648282
fmd,15,-21,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.0361033,1.816316636
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.033215734,0.98307493
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.030340059,0.699061485
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.02751125,1.116207741
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.024728703,0.966086049
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.021953127,0.33245785
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,2,18,23,0.019217199,1.432817381
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.029680404,0.466475712
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,1,18,23,0.027064397,0.866692744
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.02449136,1.149678037
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.02192532,0.29909743
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,2,18,23,0.019396398,2.316554135
fmd,15,-20,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,2,18,23,0.029054718,1.466022236
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.038505302,1.533042874
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.036110148,0.516454227
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-2,18,23,0.03375784,0.88316736
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,0,1,-1,-2,18,23,0.031415775,1.833238687
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.040220113,1.599680264
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.037942369,2.549928676
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.03570449,1.099839225
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.033505655,0.749740034
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.031315388,0.749730218
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.029159477,0.649789045
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.027037294,3.116365949
fmd,15,-19,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.024948209,0.433424532
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.022864369,1.049653042
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.02080952,0.399916857
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.018783184,0.450126074
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-2,18,23,0.016784881,1.13318303
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.014814131,2.049717983
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,0,1,-1,-1,18,23,0.012844328,2.033332856
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-1,18,23,0.020201153,0.416425077
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,1,18,23,0.018288159,1.08333629
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.025658608,3.100000454
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-2,18,23,0.02379532,4.249986973
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,2,18,23,0.021935035,0.833058203
fmd,15,-18,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.020099845,1.516717022
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.018289316,0.982624475
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,3,18,23,0.016503017,1.183042986
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.023477295,0.733075496
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.021711601,0.549819177
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.019969256,0.449625025
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.018249853,0.500063812
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,0,-1,1,4,18,23,0.016552986,0.61667783
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.023177569,0.383142442
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,4,18,23,0.021497524,0.583271347
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,-1,-1,-4,18,23,0.019839228,0.483219543
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.018202299,2.149592703
fmd,15,-17,training_full_attention_contrast_threshold,.,.,.,.,1,1,1,3,18,23,0.016586359,1.365855647
fmd,15,-16,training_central_SOA,0,-1,1,3,.,.,.,.,18,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,28,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,26,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,24,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,1,1,4,.,.,.,.,22,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,21,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,1,1,4,.,.,.,.,18,23,0.014991035,.
fmd,15,-16,training_central_SOA,0,1,-1,-2,.,.,.,.,16,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,1,1,3,.,.,.,.,20,23,0.014991035,.
fmd,15,-16,training_central_SOA,1,-1,-1,-4,.,.,.,.,20,23,0.014991035,.
fmd,15,-16,training_central_SOA,0,1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-15,training_central_SOA,0,1,-1,-4,.,.,.,.,21,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,1,1,4,.,.,.,.,25,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,1,1,4,.,.,.,.,23,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,23,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,22,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,22,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,1,1,3,.,.,.,.,21,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,21,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,1,1,3,.,.,.,.,20,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,1,1,3,.,.,.,.,20,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,20,23,0.014991035,.
fmd,15,-15,training_central_SOA,1,-1,-1,-4,.,.,.,.,20,23,0.014991035,.
fmd,15,-14,training_central_SOA,0,1,-1,-3,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,1,1,2,.,.,.,.,20,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,1,1,3,.,.,.,.,20,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-3,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,1,1,3,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-14,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,1,1,3,.,.,.,.,18,23,0.014991035,.
fmd,15,-13,training_central_SOA,0,1,-1,-2,.,.,.,.,18,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-13,training_central_SOA,0,1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-2,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,2,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,3,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,1,1,4,.,.,.,.,19,23,0.014991035,.
fmd,15,-12,training_central_SOA,1,-1,-1,-4,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,3,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,4,.,.,.,.,18,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,4,.,.,.,.,17,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,4,.,.,.,.,17,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,4,.,.,.,.,16,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,15,23,0.014991035,.
fmd,15,-11,training_central_SOA,0,-1,1,3,.,.,.,.,13,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,-1,-1,-4,.,.,.,.,17,23,0.014991035,.
fmd,15,-11,training_central_SOA,1,1,1,2,.,.,.,.,17,23,0.014991035,.
fmd,15,-10,training_central_SOA,0,1,-1,-2,.,.,.,.,16,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-2,.,.,.,.,17,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,17,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,1,1,4,.,.,.,.,17,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,1,1,3,.,.,.,.,17,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-2,.,.,.,.,16,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,1,1,4,.,.,.,.,16,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,1,1,4,.,.,.,.,16,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,16,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,1,1,4,.,.,.,.,15,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,15,23,0.014991035,.
fmd,15,-10,training_central_SOA,1,-1,-1,-4,.,.,.,.,14,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-4,.,.,.,.,13,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-4,.,.,.,.,12,23,0.014991035,.
fmd,15,-9,training_central_SOA,0,1,-1,-3,.,.,.,.,10,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,14,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,1,1,4,.,.,.,.,14,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-3,.,.,.,.,13,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,1,1,4,.,.,.,.,13,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-4,.,.,.,.,12,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,-1,-1,-4,.,.,.,.,11,23,0.014991035,.
fmd,15,-9,training_central_SOA,0,1,-1,-4,.,.,.,.,10,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,1,1,4,.,.,.,.,12,23,0.014991035,.
fmd,15,-9,training_central_SOA,1,1,1,3,.,.,.,.,12,23,0.014991035,.
fmd,15,-8,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,11,23,0.015740587,12.63068496
fmd,15,-8,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.029592009,7.966372253
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.026238677,4.716142496
fmd,15,-8,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,11,23,0.022918556,1.416638033
fmd,15,-8,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,11,23,0.035838301,1.615879247
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.032742195,2.416590458
fmd,15,-8,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,11,23,0.029680987,2.366573052
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.041202705,1.783326248
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.03832675,1.53328377
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.035442864,0.532936772
fmd,15,-8,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,1,1,1,11,23,0.032591485,0.899804337
fmd,15,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.029774359,3.016482167
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.026951799,1.282892028
fmd,15,-7,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,1,1,1,11,23,0.024161275,1.116387848
fmd,15,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,1,11,23,0.021404325,1.365745015
fmd,15,-7,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,11,23,0.018682338,5.613932062
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,11,23,0.028986044,1.662394967
fmd,15,-7,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,11,23,0.02636231,1.708092844
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-2,11,23,0.036320292,2.434621463
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.033815559,1.144617317
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.031342319,1.677194256
fmd,15,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,1,11,23,0.02890139,1.011731066
fmd,15,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,11,23,0.026458156,1.020328209
fmd,15,-7,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.024044705,1.1239878
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,11,23,0.02166175,0.787417715
fmd,15,-6,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,11,23,0.031005713,0.956717128
fmd,15,-6,training_diverted_attention_contrast_threshold,1,1,1,3,0,1,-1,-2,11,23,0.028718537,2.072688507
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.037365469,1.9561972
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.035133706,1.00544434
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.032930124,2.37321206
fmd,15,-6,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,11,23,0.030755127,1.85810353
fmd,15,-6,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,11,23,0.028609051,1.206988422
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.026461578,1.235283591
fmd,15,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.024340556,0.868960874
fmd,15,-6,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,11,23,0.022246279,0.724125693
fmd,15,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,11,23,0.020178986,0.952576952
fmd,15,-5,training_diverted_attention_contrast_threshold,0,1,-1,-2,0,1,-1,-4,11,23,0.018110867,2.980159247
fmd,15,-5,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.025863657,1.526140314
fmd,15,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,11,23,0.023860808,0.728860935
fmd,15,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-3,11,23,0.02188328,1.841153542
fmd,15,-5,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,-1,-1,-2,11,23,0.019931191,1.525622273
fmd,15,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,-1,-1,-2,11,23,0.017978213,2.457496457
fmd,15,-5,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-3,11,23,0.016048339,1.625501901
fmd,15,-5,training_diverted_attention_contrast_threshold,1,1,1,2,0,1,-1,-2,11,23,0.014141684,1.647051584
fmd,15,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.021492016,1.465032596
fmd,15,-5,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,1,11,23,0.019641304,2.304887636
fmd,15,-5,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,11,23,0.017789527,1.24228432
fmd,15,-5,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.015959544,1.137975289
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.0141514,1.6160114
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.012365108,0.877251044
fmd,15,-4,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,11,23,0.010600656,0.95990769
fmd,15,-4,training_diverted_attention_contrast_threshold,1,1,1,3,0,1,-1,-1,11,23,0.008834831,2.843999745
fmd,15,-4,training_diverted_attention_contrast_threshold,0,1,-1,-2,0,-1,1,1,11,23,0.015424033,1.623920213
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-2,0,1,-1,-1,11,23,0.022074373,2.43288308
fmd,15,-4,training_diverted_attention_contrast_threshold,1,1,1,2,0,1,-1,-1,11,23,0.02879485,2.085769044
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,1,1,1,11,23,0.035204833,1.507878985
fmd,15,-4,training_diverted_attention_contrast_threshold,1,1,1,3,0,-1,1,1,11,23,0.033525816,7.00735037
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-3,0,-1,1,1,11,23,0.040025536,1.221482625
fmd,15,-4,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.046245134,1.976089302
fmd,15,-4,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,11,23,0.044598879,0.687797487
fmd,15,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.042973221,0.557437629
fmd,15,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.041368083,1.326368976
fmd,15,-3,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,1,1,1,11,23,0.03978337,1.325006288
fmd,15,-3,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,1,11,23,0.038198074,1.077596305
fmd,15,-3,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,11,23,0.0366314,0.63980316
fmd,15,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,11,23,0.035083281,1.122770855
fmd,15,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,11,23,0.041012427,0.567401238
fmd,15,-3,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,-1,-1,-4,11,23,0.039496302,0.60582011
fmd,15,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,2,11,23,0.037979149,2.330799136
fmd,15,-3,training_diverted_attention_contrast_threshold,0,1,-1,-3,1,1,1,1,11,23,0.036479518,0.591839416
fmd,15,-3,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,1,11,23,0.034997321,1.416836642
fmd,15,-3,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,11,23,0.033532459,1.206516823
fmd,15,-2,training_diverted_attention_contrast_threshold,1,1,1,1,1,-1,-1,-4,11,23,0.032084819,0.604212748
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.030654278,0.657264395
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,1,1,1,11,23,0.029222427,1.688029321
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,11,23,0.027806117,1.29503428
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,1,1,1,11,23,0.033130272,1.847052112
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-4,1,-1,-1,-4,11,23,0.031740725,0.75817595
fmd,15,-2,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,-1,-1,-4,11,23,0.03036731,1.007895596
fmd,15,-2,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.028992211,1.652055666
fmd,15,-2,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.027631782,1.415337645
fmd,15,-2,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.026285924,1.135172883
fmd,15,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,11,23,0.024954531,0.856057797
fmd,15,-2,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.02363749,1.083585871
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,11,23,0.022334685,0.532565232
fmd,15,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,11,23,0.021045991,0.743471056
fmd,15,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,11,23,0.019771279,2.069141509
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.024558891,1.145921106
fmd,15,-1,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,1,11,23,0.023291272,1.166956145
fmd,15,-1,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,11,23,0.022037117,1.098389314
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.0207963,1.604174988
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.019568695,0.760822417
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,11,23,0.018337949,0.860500794
fmd,15,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,1,11,23,0.017119202,1.340928502
