group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
fmd,15,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,1,11,23,0.015912357,1.38921923
fmd,15,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,1,11,23,0.020515992,0.990870466
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.014991035,2.23971035
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.013395442,2.153871451
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.011818065,2.935474796
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.010258621,1.617152827
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.008716823,1.910893137
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.007192393,0.909604831
fmd,15,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,1,11,23,0.005685051,3.092268726
fmd,15,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,1,11,23,0.011618304,2.72694811
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.017305686,2.038985997
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015828958,1.303650303
fmd,15,1,medium_expectations_full_attention,.,.,.,.,0,-1,1,1,11,23,0.014370336,0.989671271
fmd,15,1,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-1,11,23,0.019828654,0.554304462
fmd,15,2,high_expectations_diverted_attentionert,1,1,1,1,1,-1,-1,-4,11,23,0.019315583,0.625280637
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,11,23,0.019315583,3.110550445
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.019315583,4.627445687
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-2,11,23,0.019315583,1.680851506
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.019315583,0.742395706
fmd,15,2,high_expectations_diverted_attentionert,0,1,-1,-4,0,1,-1,-3,11,23,0.019315583,1.84184829
fmd,15,2,high_expectations_diverted_attentionert,1,1,1,2,1,1,1,2,11,23,0.019315583,3.174610469
fmd,15,2,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,11,23,0.019315583,0.588514814
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.019315583,1.769236054
fmd,15,2,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.019315583,1.378588058
fmd,15,2,high_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.019315583,1.156745976
fmd,15,2,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,11,23,0.019315583,2.503601747
fmd,15,3,medium_expectations_diverted_attentionert,1,1,1,3,0,-1,1,1,11,23,0.019315583,2.539982056
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-3,0,1,-1,-1,11,23,0.023784897,1.575355738
fmd,15,3,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.028403247,1.925203083
fmd,15,3,medium_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,11,23,0.027215086,0.747512685
fmd,15,3,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.026038852,2.39184946
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.024874437,0.826578155
fmd,15,3,medium_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,11,23,0.023721728,1.610538363
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,11,23,0.022580611,0.832842227
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,11,23,0.027039324,0.535857363
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,2,11,23,0.031385917,2.710924326
fmd,15,3,medium_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,11,23,0.0302551,1.027066898
fmd,15,3,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.029121663,0.876055246
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.018380462,2.657396927
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,0.822010182
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,0.429145027
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,0.594234791
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,0.697230216
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.018380462,1.121224282
fmd,15,4,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.018380462,1.030354496
fmd,15,4,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.018380462,0.924040888
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,1.227372888
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,0.72615217
fmd,15,4,high_expectations_full_attention,.,.,.,.,0,-1,1,1,11,23,0.018380462,0.473917456
fmd,15,4,high_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,0.5637236
fmd,15,5,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.02799917,1.845312595
fmd,15,5,low_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.843296692
fmd,15,5,low_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,11,23,0.02799917,2.967700208
fmd,15,5,low_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.02799917,1.271375051
fmd,15,5,low_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.790383615
fmd,15,5,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,11,23,0.02799917,1.917213466
fmd,15,5,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,1,11,23,0.02799917,1.396791242
fmd,15,5,low_expectations_diverted_attentionert,0,-1,1,4,1,1,1,1,11,23,0.02799917,4.075165814
fmd,15,5,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.02799917,2.36876793
fmd,15,5,low_expectations_diverted_attentionert,0,-1,1,3,1,1,1,1,11,23,0.02799917,1.106232805
fmd,15,5,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,1,11,23,0.02799917,0.854005266
fmd,15,5,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.02799917,0.702313969
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,4.128213687
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,2.158108288
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,2.250802927
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,2.169192558
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.018380462,1.727904145
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,3.252532626
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,0.820314087
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,1.250479339
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,0.618820604
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,1.191653723
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.018380462,2.629242973
fmd,15,6,low_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,0.424726197
fmd,15,7,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.02799917,2.094632762
fmd,15,7,high_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.02799917,2.112262774
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,11,23,0.02799917,0.886917118
fmd,15,7,high_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.659073386
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.708102662
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.02799917,1.479681609
fmd,15,7,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,11,23,0.02799917,0.641294226
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.564189533
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.02799917,0.605516912
fmd,15,7,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,3,11,23,0.02799917,2.103025634
fmd,15,7,high_expectations_diverted_attentionert,1,1,1,1,1,-1,-1,-4,11,23,0.02799917,0.875848329
fmd,15,7,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,11,23,0.02799917,0.83649721
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,1.920553172
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.018380462,0.377827233
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,1.53947421
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,0.821336199
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,1.675084332
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.018380462,0.70709943
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.018380462,0.553923106
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.018380462,0.566650985
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.018380462,0.792749537
fmd,15,8,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.018380462,1.071029037
fmd,15,8,high_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,0.882830558
fmd,15,8,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.018380462,0.780809669
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.018380462,2.581925647
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.016949816,0.836152481
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.015536407,1.354346221
fmd,15,9,medium_expectations_full_attention,.,.,.,.,0,-1,1,3,11,23,0.014139934,0.907948006
fmd,15,9,medium_expectations_full_attention,.,.,.,.,0,-1,1,3,11,23,0.019375742,0.876060152
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.024753219,1.030931816
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.02335564,0.490352048
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.021974571,0.454137117
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.020609729,1.156132784
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.019260837,0.923750149
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.017927622,1.108062563
fmd,15,9,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.016609815,1.768249813
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,2.147491088
fmd,15,10,low_expectations_full_attention,.,.,.,.,0,-1,1,3,11,23,0.015307153,2.009220153
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.5458508
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.015307153,0.85890778
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,1.348488051
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.656165633
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,1.289228972
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,0.85427146
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,0.991591647
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,0.821907479
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,1.017094983
fmd,15,10,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.015307153,0.640743336
fmd,15,11,medium_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,11,23,0.02799917,0.741515944
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,11,23,0.026887521,2.07047135
fmd,15,11,medium_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.025786614,0.973658057
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.024696344,0.600492064
fmd,15,11,medium_expectations_diverted_attentionert,0,1,-1,-3,1,1,1,2,11,23,0.023616606,1.719760856
fmd,15,11,medium_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.022547293,0.844595192
fmd,15,11,medium_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-1,11,23,0.021488296,3.300706305
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,1,11,23,0.020439506,1.798228616
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.019387418,0.875607057
fmd,15,11,medium_expectations_diverted_attentionert,1,1,1,4,1,1,1,1,11,23,0.023304905,1.303200603
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-2,1,1,1,1,11,23,0.022268655,2.009561863
fmd,15,11,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.021242222,1.173982551
fmd,15,12,low_expectations_diverted_attentionert,1,1,1,4,1,1,1,1,11,23,0.020225501,0.814730419
fmd,15,12,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.020225501,0.616935341
fmd,15,12,low_expectations_diverted_attentionert,1,1,1,1,1,-1,-1,-4,11,23,0.020225501,0.855242977
fmd,15,12,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,1,11,23,0.020225501,1.692282772
fmd,15,12,low_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-3,11,23,0.020225501,1.131813923
fmd,15,12,low_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,11,23,0.020225501,1.384674665
fmd,15,12,low_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-4,11,23,0.020225501,0.842682365
fmd,15,12,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.020225501,1.574760294
fmd,15,12,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.020225501,1.220110118
fmd,15,12,low_expectations_diverted_attentionert,1,1,1,2,1,1,1,1,11,23,0.020225501,0.951425331
fmd,15,12,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.020225501,1.195154654
fmd,15,12,low_expectations_diverted_attentionert,0,-1,1,3,1,1,1,1,11,23,0.020225501,2.993417254
fmd,15,13,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.015307153,2.123769181
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.6185933
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.466303157
fmd,15,13,high_expectations_full_attention,.,.,.,.,0,-1,1,2,11,23,0.015307153,2.888671359
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.015307153,0.873100674
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.015307153,0.992203331
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.015307153,1.679593405
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.015307153,0.906987818
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,1.779810589
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,-1,-1,-3,11,23,0.015307153,2.051778067
fmd,15,13,high_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,1.077825118
fmd,15,13,high_expectations_full_attention,.,.,.,.,0,-1,1,1,11,23,0.015307153,1.141252693
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,2.258934133
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.489033913
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,0.580796681
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,0.396469919
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,0.64767497
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.015307153,0.640864538
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,2,11,23,0.015307153,0.647698756
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.015307153,1.368398657
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.015307153,1.53814739
fmd,15,14,low_expectations_full_attention,.,.,.,.,0,-1,1,3,11,23,0.015307153,0.918337148
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,0.874379918
fmd,15,14,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015307153,0.58847064
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.020225501,1.925592745
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,3,0,-1,1,1,11,23,0.020225501,0.933578962
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,11,23,0.020225501,0.538473999
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-3,0,-1,1,1,11,23,0.020225501,0.971843027
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,3,1,-1,-1,-4,11,23,0.020225501,0.580442509
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,4,1,1,1,1,11,23,0.020225501,1.683673926
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,4,1,-1,-1,-4,11,23,0.020225501,0.43959534
fmd,15,15,high_expectations_diverted_attentionert,1,1,1,3,0,-1,1,1,11,23,0.020225501,1.753359526
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,11,23,0.020225501,0.639424069
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-3,0,-1,1,1,11,23,0.020225501,1.399772244
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-4,0,1,-1,-2,11,23,0.020225501,1.284338163
fmd,15,15,high_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,11,23,0.020225501,1.190999752
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.020225501,1.589532018
fmd,15,16,low_expectations_diverted_attentionert,0,1,-1,-4,1,1,1,1,11,23,0.020225501,1.248892367
fmd,15,16,low_expectations_diverted_attentionert,0,1,-1,-4,1,1,1,3,11,23,0.020225501,1.119841583
fmd,15,16,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,3,11,23,0.020225501,1.399057481
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.020225501,2.876267068
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,2,11,23,0.020225501,1.259610759
fmd,15,16,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.020225501,1.764292009
fmd,15,16,low_expectations_diverted_attentionert,1,1,1,3,0,1,-1,-1,11,23,0.020225501,1.393730568
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-3,1,1,1,1,11,23,0.020225501,1.491798939
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.020225501,1.249017345
fmd,15,16,low_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.020225501,1.515335456
fmd,15,16,low_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.020225501,0.77396488
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015307153,2.518922474
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.014019375,0.527086532
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.012729339,0.490215743
fmd,15,17,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,11,23,0.011452621,1.009749144
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.016275787,0.79048745
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.015021907,0.722321987
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.013782043,0.658386944
fmd,15,17,medium_expectations_full_attention,.,.,.,.,0,-1,1,3,11,23,0.012539593,1.006085474
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.017197468,0.725043969
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.015976017,0.621419493
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,1,1,1,11,23,0.01476799,1.589456124
fmd,15,17,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.013557762,0.667827226
fmd,15,18,medium_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,11,23,0.020225501,1.408179462
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.019205314,2.07222899
fmd,15,18,medium_expectations_diverted_attentionert,0,1,-1,-2,0,-1,1,1,11,23,0.018193981,8.121564107
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-3,1,-1,-1,-4,11,23,0.02199256,0.675428687
fmd,15,18,medium_expectations_diverted_attentionert,1,1,1,2,1,1,1,1,11,23,0.020996505,0.990456261
fmd,15,18,medium_expectations_diverted_attentionert,1,1,1,1,1,1,1,1,11,23,0.020009706,1.920470482
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.019019289,1.669643013
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.018037318,1.998258218
fmd,15,18,medium_expectations_diverted_attentionert,1,1,1,3,1,1,1,1,11,23,0.021730256,0.747057322
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-4,0,-1,1,1,11,23,0.020762904,0.416889502
fmd,15,18,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.024597318,0.504888164
fmd,15,18,medium_expectations_diverted_attentionert,0,1,-1,-4,1,-1,-1,-4,11,23,0.023631085,0.839717977
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,11,23,0.012359585,0.520278368
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,1.32504027
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,0.640223028
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.012359585,0.986569064
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,1.494202621
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,0.903167451
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.012359585,1.454543395
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.012359585,0.959750615
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,4,11,23,0.012359585,0.983546151
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,-1,-1,-2,11,23,0.012359585,0.649386922
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,1.46777308
fmd,15,19,low_expectations_full_attention,.,.,.,.,1,1,1,3,11,23,0.012359585,3.665492641
fmd,15,20,low_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,1,11,23,0.022673542,1.668465713
fmd,15,20,low_expectations_diverted_attentionert,1,-1,-1,-4,1,-1,-1,-4,11,23,0.022673542,0.577223254
fmd,15,20,low_expectations_diverted_attentionert,1,1,1,1,1,1,1,1,11,23,0.022673542,2.266338877
fmd,15,20,low_expectations_diverted_attentionert,0,1,-1,-3,1,1,1,1,11,23,0.022673542,0.468095912
